Timestamp,Server_ID,Power_Usage_Watts,Energy_kWh,Carbon_Emission,hour,day,weekday,Rolling_Mean,Rolling_Std
01-11-2025 00:00,S1,78,0.0065,0.00533,0,1,5,78,
01-11-2025 00:05,S1,119,0.009916667,0.008131667,0,1,5,98.5,28.99137803
01-11-2025 00:10,S1,136,0.011333333,0.009293333,0,1,5,111,29.81610303
01-11-2025 00:15,S1,114,0.0095,0.00779,0,1,5,111.75,24.39091361
01-11-2025 00:20,S1,95,0.007916667,0.006491667,0,1,5,108.4,22.41205033
01-11-2025 00:25,S1,102,0.0085,0.00697,0,1,5,107.3333333,20.2155056
01-11-2025 00:30,S1,121,0.010083333,0.008268333,0,1,5,109.2857143,19.16345729
01-11-2025 00:35,S1,92,0.007666667,0.006286667,0,1,5,107.125,18.764994
01-11-2025 00:40,S1,120,0.01,0.0082,0,1,5,108.5555556,18.07007963
01-11-2025 00:45,S1,101,0.008416667,0.006901667,0,1,5,107.8,17.20335885
01-11-2025 00:50,S1,103,0.008583333,0.007038333,0,1,5,107.3636364,16.38458255
01-11-2025 00:55,S1,103,0.008583333,0.007038333,0,1,5,107,15.67279055
01-11-2025 01:00,S1,112,0.009333333,0.007653333,1,1,5,109.8333333,12.75527223
01-11-2025 01:05,S1,93,0.00775,0.006355,1,1,5,107.6666667,13.25507336
01-11-2025 01:10,S1,98,0.008166667,0.006696667,1,1,5,104.5,10.01362708
01-11-2025 01:15,S1,100,0.008333333,0.006833333,1,1,5,103.3333333,9.613752775
01-11-2025 01:20,S1,135,0.01125,0.009225,1,1,5,106.6666667,12.85112894
01-11-2025 01:25,S1,110,0.009166667,0.007516667,1,1,5,107.3333333,12.79441166
01-11-2025 01:30,S1,95,0.007916667,0.006491667,1,1,5,105.1666667,12.46692594
01-11-2025 01:35,S1,110,0.009166667,0.007516667,1,1,5,106.6666667,11.80395414
01-11-2025 01:40,S1,84,0.007,0.00574,1,1,5,103.6666667,12.65150608
01-11-2025 01:45,S1,108,0.009,0.00738,1,1,5,104.25,12.67872233
01-11-2025 01:50,S1,128,0.010666667,0.008746667,1,1,5,106.3333333,14.39275912
01-11-2025 01:55,S1,92,0.007666667,0.006286667,1,1,5,105.4166667,14.96333904
01-11-2025 02:00,S1,73,0.006083333,0.004988333,2,1,5,102.1666667,17.43472675
01-11-2025 02:05,S1,107,0.008916667,0.007311667,2,1,5,103.3333333,17.23280874
01-11-2025 02:10,S1,99,0.00825,0.006765,2,1,5,103.4166667,17.20707219
01-11-2025 02:15,S1,94,0.007833333,0.006423333,2,1,5,102.9166667,17.40145414
01-11-2025 02:20,S1,118,0.009833333,0.008063333,2,1,5,101.5,15.09063527
01-11-2025 02:25,S1,102,0.0085,0.00697,2,1,5,100.8333333,14.85587324
01-11-2025 02:30,S1,99,0.00825,0.006765,2,1,5,101.1666667,14.75763798
01-11-2025 02:35,S1,97,0.008083333,0.006628333,2,1,5,100.0833333,14.52557828
01-11-2025 02:40,S1,120,0.01,0.0082,2,1,5,103.0833333,14.61915514
01-11-2025 02:45,S1,89,0.007416667,0.006081667,2,1,5,101.5,15.06048412
01-11-2025 02:50,S1,104,0.008666667,0.007106667,2,1,5,99.5,12.61672771
01-11-2025 02:55,S1,112,0.009333333,0.007653333,2,1,5,101.1666667,12.85466547
01-11-2025 03:00,S1,90,0.0075,0.00615,3,1,5,102.5833333,10.11262337
01-11-2025 03:05,S1,133,0.011083333,0.009088333,3,1,5,104.75,13.39691281
01-11-2025 03:10,S1,84,0.007,0.00574,3,1,5,103.5,14.6256313
01-11-2025 03:15,S1,99,0.00825,0.006765,3,1,5,103.9166667,14.39986321
01-11-2025 03:20,S1,123,0.01025,0.008405,3,1,5,104.3333333,14.90779743
01-11-2025 03:25,S1,124,0.010333333,0.008473333,3,1,5,106.1666667,15.91359244
01-11-2025 03:30,S1,121,0.010083333,0.008268333,3,1,5,108,16.27602811
01-11-2025 03:35,S1,112,0.009333333,0.007653333,3,1,5,109.25,15.92667859
01-11-2025 03:40,S1,107,0.008916667,0.007311667,3,1,5,108.1666667,15.56705924
01-11-2025 03:45,S1,96,0.008,0.00656,3,1,5,108.75,14.90042708
01-11-2025 03:50,S1,89,0.007416667,0.006081667,3,1,5,107.5,15.92881894
01-11-2025 03:55,S1,127,0.010583333,0.008678333,3,1,5,108.75,16.87453703
01-11-2025 04:00,S1,94,0.007833333,0.006423333,4,1,5,109.0833333,16.5059677
01-11-2025 04:05,S1,83,0.006916667,0.005671667,4,1,5,104.9166667,16.22824885
01-11-2025 04:10,S1,94,0.007833333,0.006423333,4,1,5,105.75,15.28591152
01-11-2025 04:15,S1,145,0.012083333,0.009908333,4,1,5,109.5833333,18.80260298
01-11-2025 04:20,S1,137,0.011416667,0.009361667,4,1,5,110.75,20.1003166
01-11-2025 04:25,S1,101,0.008416667,0.006901667,4,1,5,108.8333333,19.8165832
01-11-2025 04:30,S1,99,0.00825,0.006765,4,1,5,107,19.60519412
01-11-2025 04:35,S1,132,0.011,0.00902,4,1,5,108.6666667,20.87771031
01-11-2025 04:40,S1,120,0.01,0.0082,4,1,5,109.75,21.11925016
01-11-2025 04:45,S1,123,0.01025,0.008405,4,1,5,112,20.95883411
01-11-2025 04:50,S1,90,0.0075,0.00615,4,1,5,112.0833333,20.86083034
01-11-2025 04:55,S1,73,0.006083333,0.004988333,4,1,5,107.5833333,23.05904805
01-11-2025 05:00,S1,105,0.00875,0.007175,5,1,5,108.5,22.68559815
01-11-2025 05:05,S1,78,0.0065,0.00533,5,1,5,108.0833333,23.23578092
01-11-2025 05:10,S1,112,0.009333333,0.007653333,5,1,5,109.5833333,22.82127529
01-11-2025 05:15,S1,82,0.006833333,0.005603333,5,1,5,104.3333333,21.11584211
01-11-2025 05:20,S1,136,0.011333333,0.009293333,5,1,5,104.25,20.9767187
01-11-2025 05:25,S1,101,0.008416667,0.006901667,5,1,5,104.25,20.9767187
01-11-2025 05:30,S1,121,0.010083333,0.008268333,5,1,5,106.0833333,21.43259342
01-11-2025 05:35,S1,138,0.0115,0.00943,5,1,5,106.5833333,22.15014194
01-11-2025 05:40,S1,139,0.011583333,0.009498333,5,1,5,108.1666667,23.81303437
01-11-2025 05:45,S1,134,0.011166667,0.009156667,5,1,5,109.0833333,24.63352606
01-11-2025 05:50,S1,90,0.0075,0.00615,5,1,5,109.0833333,24.63352606
01-11-2025 05:55,S1,103,0.008583333,0.007038333,5,1,5,111.5833333,22.02254355
01-11-2025 06:00,S1,111,0.00925,0.007585,6,1,5,112.0833333,21.92739396
01-11-2025 06:05,S1,132,0.011,0.00902,6,1,5,116.5833333,19.72749965
01-11-2025 06:10,S1,91,0.007583333,0.006218333,6,1,5,114.8333333,21.05764095
01-11-2025 06:15,S1,106,0.008833333,0.007243333,6,1,5,116.8333333,18.6588187
01-11-2025 06:20,S1,100,0.008333333,0.006833333,6,1,5,113.8333333,18.18507547
01-11-2025 06:25,S1,117,0.00975,0.007995,6,1,5,115.1666667,17.73970038
01-11-2025 06:30,S1,145,0.012083333,0.009908333,6,1,5,117.1666667,19.70156124
01-11-2025 06:35,S1,85,0.007083333,0.005808333,6,1,5,112.75,20.52991166
01-11-2025 06:40,S1,113,0.009416667,0.007721667,6,1,5,110.5833333,18.80743728
01-11-2025 06:45,S1,107,0.008916667,0.007311667,6,1,5,108.3333333,17.30650605
01-11-2025 06:50,S1,89,0.007416667,0.006081667,6,1,5,108.25,17.4049366
01-11-2025 06:55,S1,95,0.007916667,0.006491667,6,1,5,107.5833333,17.77361852
01-11-2025 07:00,S1,77,0.006416667,0.005261667,7,1,5,104.75,19.77659314
01-11-2025 07:05,S1,131,0.010916667,0.008951667,7,1,5,104.6666667,19.65305127
01-11-2025 07:10,S1,90,0.0075,0.00615,7,1,5,104.5833333,19.71828101
01-11-2025 07:15,S1,101,0.008416667,0.006901667,7,1,5,104.1666667,19.73844119
01-11-2025 07:20,S1,143,0.011916667,0.009771667,7,1,5,107.75,22.60782246
01-11-2025 07:25,S1,102,0.0085,0.00697,7,1,5,106.5,22.46411279
01-11-2025 07:30,S1,128,0.010666667,0.008746667,7,1,5,105.0833333,20.24153396
01-11-2025 07:35,S1,103,0.008583333,0.007038333,7,1,5,106.5833333,19.26116363
01-11-2025 07:40,S1,118,0.009833333,0.008063333,7,1,5,107,19.46558735
01-11-2025 07:45,S1,105,0.00875,0.007175,7,1,5,106.8333333,19.47414759
01-11-2025 07:50,S1,87,0.00725,0.005945,7,1,5,106.6666667,19.64842503
01-11-2025 07:55,S1,123,0.01025,0.008405,7,1,5,109,19.79898987
01-11-2025 08:00,S1,123,0.01025,0.008405,8,1,5,112.8333333,17.34061619
01-11-2025 08:05,S1,111,0.00925,0.007585,8,1,5,111.1666667,16.36977999
01-11-2025 08:10,S1,87,0.00725,0.005945,8,1,5,110.9166667,16.74112157
01-11-2025 08:15,S1,99,0.00825,0.006765,8,1,5,110.75,16.85836722
01-11-2025 08:20,S1,111,0.00925,0.007585,8,1,5,108.0833333,13.48708698
01-11-2025 08:25,S1,108,0.009,0.00738,8,1,5,108.5833333,13.35159734
01-11-2025 08:30,S1,98,0.008166667,0.006696667,8,1,5,106.0833333,12.13903046
01-11-2025 08:35,S1,119,0.009916667,0.008131667,8,1,5,107.4166667,12.63802583
01-11-2025 08:40,S1,120,0.01,0.0082,8,1,5,107.5833333,12.80240271
01-11-2025 08:45,S1,99,0.00825,0.006765,8,1,5,107.0833333,13.02765125
01-11-2025 08:50,S1,119,0.009916667,0.008131667,8,1,5,109.75,11.75604293
01-11-2025 08:55,S1,128,0.010666667,0.008746667,8,1,5,110.1666667,12.34233905
01-11-2025 09:00,S1,121,0.010083333,0.008268333,9,1,5,110,12.16552506
01-11-2025 09:05,S1,132,0.011,0.00902,9,1,5,111.75,13.73201303
01-11-2025 09:10,S1,134,0.011166667,0.009156667,9,1,5,115.6666667,12.69454667
01-11-2025 09:15,S1,126,0.0105,0.00861,9,1,5,117.9166667,11.83568052
01-11-2025 09:20,S1,93,0.00775,0.006355,9,1,5,116.4166667,13.77387734
01-11-2025 09:25,S1,134,0.011166667,0.009156667,9,1,5,118.5833333,14.36193411
01-11-2025 09:30,S1,126,0.0105,0.00861,9,1,5,120.9166667,12.91551803
01-11-2025 09:35,S1,112,0.009333333,0.007653333,9,1,5,120.3333333,13.16561177
01-11-2025 09:40,S1,99,0.00825,0.006765,9,1,5,118.5833333,14.53808999
01-11-2025 09:45,S1,85,0.007083333,0.005808333,9,1,5,117.4166667,16.65946814
01-11-2025 09:50,S1,121,0.010083333,0.008268333,9,1,5,117.5833333,16.68673035
01-11-2025 09:55,S1,133,0.011083333,0.009088333,9,1,5,118,17.02938637
01-11-2025 10:00,S1,83,0.006916667,0.005671667,10,1,5,114.8333333,19.73844119
01-11-2025 10:05,S1,106,0.008833333,0.007243333,10,1,5,112.6666667,19.0994209
01-11-2025 10:10,S1,108,0.009,0.00738,10,1,5,110.5,17.89616516
01-11-2025 10:15,S1,127,0.010583333,0.008678333,10,1,5,110.5833333,17.97704766
01-11-2025 10:20,S1,120,0.01,0.0082,10,1,5,112.8333333,17.25126258
01-11-2025 10:25,S1,105,0.00875,0.007175,10,1,5,110.4166667,16.00260395
01-11-2025 10:30,S1,138,0.0115,0.00943,10,1,5,111.4166667,17.38054468
01-11-2025 10:35,S1,109,0.009083333,0.007448333,10,1,5,111.1666667,17.3929627
01-11-2025 10:40,S1,102,0.0085,0.00697,10,1,5,111.4166667,17.22291462
01-11-2025 10:45,S1,103,0.008583333,0.007038333,10,1,5,112.9166667,15.40046241
01-11-2025 10:50,S1,105,0.00875,0.007175,10,1,5,111.5833333,15.32946262
01-11-2025 10:55,S1,108,0.009,0.00738,10,1,5,109.5,13.77415234
01-11-2025 11:00,S1,97,0.008083333,0.006628333,11,1,5,110.6666667,11.77310752
01-11-2025 11:05,S1,94,0.007833333,0.006423333,11,1,5,109.6666667,12.68021604
01-11-2025 11:10,S1,108,0.009,0.00738,11,1,5,109.6666667,12.68021604
01-11-2025 11:15,S1,82,0.006833333,0.005603333,11,1,5,105.9166667,13.70108379
01-11-2025 11:20,S1,119,0.009916667,0.008131667,11,1,5,105.8333333,13.61037928
01-11-2025 11:25,S1,127,0.010583333,0.008678333,11,1,5,107.6666667,14.90779743
01-11-2025 11:30,S1,88,0.007333333,0.006013333,11,1,5,103.5,12.44259546
01-11-2025 11:35,S1,109,0.009083333,0.007448333,11,1,5,103.5,12.44259546
01-11-2025 11:40,S1,100,0.008333333,0.006833333,11,1,5,103.3333333,12.47785918
01-11-2025 11:45,S1,117,0.00975,0.007995,11,1,5,104.5,13.08364698
01-11-2025 11:50,S1,91,0.007583333,0.006218333,11,1,5,103.3333333,13.64706651
01-11-2025 11:55,S1,135,0.01125,0.009225,11,1,5,105.5833333,16.42867965
01-11-2025 12:00,S1,104,0.008666667,0.007106667,12,1,5,106.1666667,16.2191432
01-11-2025 12:05,S1,124,0.010333333,0.008473333,12,1,5,108.6666667,16.48323299
01-11-2025 12:10,S1,142,0.011833333,0.009703333,12,1,5,111.5,19.07640141
01-11-2025 12:15,S1,126,0.0105,0.00861,12,1,5,115.1666667,17.00712863
01-11-2025 12:20,S1,90,0.0075,0.00615,12,1,5,112.75,18.41503832
01-11-2025 12:25,S1,101,0.008416667,0.006901667,12,1,5,110.5833333,18.11307079
01-11-2025 12:30,S1,146,0.012166667,0.009976667,12,1,5,115.4166667,19.24227511
01-11-2025 12:35,S1,109,0.009083333,0.007448333,12,1,5,115.4166667,19.24227511
01-11-2025 12:40,S1,104,0.008666667,0.007106667,12,1,5,115.75,18.98384481
01-11-2025 12:45,S1,76,0.006333333,0.005193333,12,1,5,112.3333333,22.16193843
01-11-2025 12:50,S1,137,0.011416667,0.009361667,12,1,5,116.1666667,22.1147147
01-11-2025 12:55,S1,103,0.008583333,0.007038333,12,1,5,113.5,21.55964243
01-11-2025 13:00,S1,130,0.010833333,0.008883333,13,1,5,115.6666667,21.82297927
01-11-2025 13:05,S1,122,0.010166667,0.008336667,13,1,5,115.5,21.76109957
01-11-2025 13:10,S1,122,0.010166667,0.008336667,13,1,5,113.8333333,20.2611735
01-11-2025 13:15,S1,90,0.0075,0.00615,13,1,5,110.8333333,20.94943407
01-11-2025 13:20,S1,94,0.007833333,0.006423333,13,1,5,111.1666667,20.61699799
01-11-2025 13:25,S1,93,0.00775,0.006355,13,1,5,110.5,21.09933217
01-11-2025 13:30,S1,120,0.01,0.0082,13,1,5,108.3333333,18.26737446
01-11-2025 13:35,S1,119,0.009916667,0.008131667,13,1,5,109.1666667,18.52680286
01-11-2025 13:40,S1,82,0.006833333,0.005603333,13,1,5,107.3333333,20.10578087
01-11-2025 13:45,S1,120,0.01,0.0082,13,1,5,111,17.74567809
01-11-2025 13:50,S1,129,0.01075,0.008815,13,1,5,110.3333333,16.80548251
01-11-2025 13:55,S1,105,0.00875,0.007175,13,1,5,110.5,16.73591674
01-11-2025 14:00,S1,111,0.00925,0.007585,14,1,5,108.9166667,15.58238127
01-11-2025 14:05,S1,99,0.00825,0.006765,14,1,5,107,15.23751352
01-11-2025 14:10,S1,112,0.009333333,0.007653333,14,1,5,106.1666667,14.60282248
01-11-2025 14:15,S1,112,0.009333333,0.007653333,14,1,5,108,13.74442036
01-11-2025 14:20,S1,113,0.009416667,0.007721667,14,1,5,109.5833333,13.06249547
01-11-2025 14:25,S1,139,0.011583333,0.009498333,14,1,5,113.4166667,14.43139465
01-11-2025 14:30,S1,118,0.009833333,0.008063333,14,1,5,113.25,14.359824
01-11-2025 14:35,S1,100,0.008333333,0.006833333,14,1,5,111.6666667,14.7113644
01-11-2025 14:40,S1,108,0.009,0.00738,14,1,5,113.8333333,11.51152255
01-11-2025 14:45,S1,109,0.009083333,0.007448333,14,1,5,112.9166667,11.41337599
01-11-2025 14:50,S1,101,0.008416667,0.006901667,14,1,5,110.5833333,10.66394378
01-11-2025 14:55,S1,87,0.00725,0.005945,14,1,5,109.0833333,12.60921981
01-11-2025 15:00,S1,110,0.009166667,0.007516667,15,1,5,109,12.59870123
01-11-2025 15:05,S1,117,0.00975,0.007995,15,1,5,110.5,12.36931688
01-11-2025 15:10,S1,87,0.00725,0.005945,15,1,5,108.4166667,14.08066588
01-11-2025 15:15,S1,85,0.007083333,0.005808333,15,1,5,106.1666667,15.53783262
01-11-2025 15:20,S1,118,0.009833333,0.008063333,15,1,5,106.5833333,15.80252185
01-11-2025 15:25,S1,146,0.012166667,0.009976667,15,1,5,107.1666667,17.17732826
01-11-2025 15:30,S1,118,0.009833333,0.008063333,15,1,5,107.1666667,17.17732826
01-11-2025 15:35,S1,80,0.006666667,0.005466667,15,1,5,105.5,18.82696326
01-11-2025 15:40,S1,116,0.009666667,0.007926667,15,1,5,106.1666667,19.06368911
01-11-2025 15:45,S1,120,0.01,0.0082,15,1,5,107.0833333,19.47239694
01-11-2025 15:50,S1,131,0.010916667,0.008951667,15,1,5,109.5833333,20.51809992
01-11-2025 15:55,S1,106,0.008833333,0.007243333,15,1,5,111.1666667,19.31477688
01-11-2025 16:00,S1,107,0.008916667,0.007311667,16,1,5,110.9166667,19.35063228
01-11-2025 16:05,S1,106,0.008833333,0.007243333,16,1,5,110,19.29672605
01-11-2025 16:10,S1,108,0.009,0.00738,16,1,5,111.75,17.9247163
01-11-2025 16:15,S1,73,0.006083333,0.004988333,16,1,5,110.75,19.79037875
01-11-2025 16:20,S1,116,0.009666667,0.007926667,16,1,5,110.5833333,19.73210735
01-11-2025 16:25,S1,118,0.009833333,0.008063333,16,1,5,108.25,16.56461179
01-11-2025 16:30,S1,110,0.009166667,0.007516667,16,1,5,107.5833333,16.29533304
01-11-2025 16:35,S1,112,0.009333333,0.007653333,16,1,5,110.25,13.79805652
01-11-2025 16:40,S1,90,0.0075,0.00615,16,1,5,108.0833333,14.81681068
01-11-2025 16:45,S1,115,0.009583333,0.007858333,16,1,5,107.6666667,14.5185357
01-11-2025 16:50,S1,134,0.011166667,0.009156667,16,1,5,107.9166667,14.97548502
01-11-2025 16:55,S1,117,0.00975,0.007995,16,1,5,108.8333333,15.18272543
01-11-2025 17:00,S1,107,0.008916667,0.007311667,17,1,5,108.8333333,15.18272543
01-11-2025 17:05,S1,84,0.007,0.00574,17,1,5,107,16.79826831
01-11-2025 17:10,S1,126,0.0105,0.00861,17,1,5,108.5,17.67638383
01-11-2025 17:15,S1,137,0.011416667,0.009361667,17,1,5,113.8333333,15.51441168
01-11-2025 17:20,S1,117,0.00975,0.007995,17,1,5,113.9166667,15.52978565
01-11-2025 17:25,S1,99,0.00825,0.006765,17,1,5,112.3333333,16.03594447
01-11-2025 17:30,S1,124,0.010333333,0.008473333,17,1,5,113.5,16.35681676
01-11-2025 17:35,S1,105,0.00875,0.007175,17,1,5,112.9166667,16.53898058
01-11-2025 17:40,S1,110,0.009166667,0.007516667,17,1,5,114.5833333,14.95118319
01-11-2025 17:45,S1,107,0.008916667,0.007311667,17,1,5,113.9166667,15.10844636
01-11-2025 17:50,S1,130,0.010833333,0.008883333,17,1,5,113.5833333,14.66261997
01-11-2025 17:55,S1,73,0.006083333,0.004988333,17,1,5,109.9166667,18.68133893
01-11-2025 18:00,S1,122,0.010166667,0.008336667,18,1,5,111.1666667,18.96807525
01-11-2025 18:05,S1,126,0.0105,0.00861,18,1,5,114.6666667,17.30125236
01-11-2025 18:10,S1,90,0.0075,0.00615,18,1,5,111.6666667,18.25243861
01-11-2025 18:15,S1,108,0.009,0.00738,18,1,5,109.25,16.42129992
01-11-2025 18:20,S1,115,0.009583333,0.007858333,18,1,5,109.0833333,16.3454655
01-11-2025 18:25,S1,110,0.009166667,0.007516667,18,1,5,110,16.03405467
01-11-2025 18:30,S1,96,0.008,0.00656,18,1,5,107.6666667,15.84776057
01-11-2025 18:35,S1,120,0.01,0.0082,18,1,5,108.9166667,16.20582574
01-11-2025 18:40,S1,111,0.00925,0.007585,18,1,5,109,16.21447165
01-11-2025 18:45,S1,76,0.006333333,0.005193333,18,1,5,106.4166667,18.82193273
01-11-2025 18:50,S1,118,0.009833333,0.008063333,18,1,5,105.4166667,17.74290298
01-11-2025 18:55,S1,81,0.00675,0.005535,18,1,5,106.0833333,16.52248239
01-11-2025 19:00,S1,117,0.00975,0.007995,19,1,5,105.6666667,16.1432977
01-11-2025 19:05,S1,100,0.008333333,0.006833333,19,1,5,103.5,14.85995228
01-11-2025 19:10,S1,121,0.010083333,0.008268333,19,1,5,106.0833333,14.99368554
01-11-2025 19:15,S1,129,0.01075,0.008815,19,1,5,107.8333333,16.39752383
01-11-2025 19:20,S1,141,0.01175,0.009635,19,1,5,110,18.94969417
01-11-2025 19:25,S1,128,0.010666667,0.008746667,19,1,5,111.5,19.64919614
01-11-2025 19:30,S1,95,0.007916667,0.006491667,19,1,5,111.4166667,19.72289087
01-11-2025 19:35,S1,92,0.007666667,0.006286667,19,1,5,109.0833333,20.26397759
01-11-2025 19:40,S1,105,0.00875,0.007175,19,1,5,108.5833333,20.2863964
01-11-2025 19:45,S1,101,0.008416667,0.006901667,19,1,5,110.6666667,17.76274617
01-11-2025 19:50,S1,117,0.00975,0.007995,19,1,5,110.5833333,17.72752525
01-11-2025 19:55,S1,108,0.009,0.00738,19,1,5,112.8333333,15.15875585
01-11-2025 20:00,S1,132,0.011,0.00902,20,1,5,114.0833333,16.12146132
01-11-2025 20:05,S1,113,0.009416667,0.007721667,20,1,5,115.1666667,15.51441168
01-11-2025 20:10,S1,79,0.006583333,0.005398333,20,1,5,111.6666667,18.52434925
01-11-2025 20:15,S1,113,0.009416667,0.007721667,20,1,5,110.3333333,17.72175516
01-11-2025 20:20,S1,90,0.0075,0.00615,20,1,5,106.0833333,15.69862955
01-11-2025 20:25,S1,112,0.009333333,0.007653333,20,1,5,104.75,14.28365245
01-11-2025 20:30,S1,99,0.00825,0.006765,20,1,5,105.0833333,14.08066588
01-11-2025 20:35,S1,126,0.0105,0.00861,20,1,5,107.9166667,14.61915514
01-11-2025 20:40,S1,99,0.00825,0.006765,20,1,5,107.4166667,14.82907668
01-11-2025 20:45,S1,109,0.009083333,0.007448333,20,1,5,108.0833333,14.69358755
01-11-2025 20:50,S1,105,0.00875,0.007175,20,1,5,107.0833333,14.43769267
01-11-2025 20:55,S1,104,0.008666667,0.007106667,20,1,5,106.75,14.46076196
01-11-2025 21:00,S1,116,0.009666667,0.007926667,21,1,5,105.4166667,12.52966178
01-11-2025 21:05,S1,110,0.009166667,0.007516667,21,1,5,105.1666667,12.39379121
01-11-2025 21:10,S1,89,0.007416667,0.006081667,21,1,5,106,10.69409353
01-11-2025 21:15,S1,102,0.0085,0.00697,21,1,5,105.0833333,10.50937532
01-11-2025 21:20,S1,117,0.00975,0.007995,21,1,5,107.3333333,9.856546817
01-11-2025 21:25,S1,76,0.006333333,0.005193333,21,1,5,104.3333333,13.21385866
01-11-2025 21:30,S1,91,0.007583333,0.006218333,21,1,5,103.6666667,13.70025437
01-11-2025 21:35,S1,90,0.0075,0.00615,21,1,5,100.6666667,12.22763884
01-11-2025 21:40,S1,99,0.00825,0.006765,21,1,5,100.6666667,12.22763884
01-11-2025 21:45,S1,126,0.0105,0.00861,21,1,5,102.0833333,14.11935057
01-11-2025 21:50,S1,130,0.010833333,0.008883333,21,1,5,104.1666667,16.26951043
01-11-2025 21:55,S1,102,0.0085,0.00697,21,1,5,104,16.28161261
01-11-2025 22:00,S1,107,0.008916667,0.007311667,22,1,5,103.25,15.88094914
01-11-2025 22:05,S1,128,0.010666667,0.008746667,22,1,5,104.75,17.35786434
01-11-2025 22:10,S1,85,0.007083333,0.005808333,22,1,5,104.4166667,17.72239638
01-11-2025 22:15,S1,87,0.00725,0.005945,22,1,5,103.1666667,18.42346988
01-11-2025 22:20,S1,117,0.00975,0.007995,22,1,5,103.1666667,18.42346988
01-11-2025 22:25,S1,115,0.009583333,0.007858333,22,1,5,106.4166667,16.53898058
01-11-2025 22:30,S1,114,0.0095,0.00779,22,1,5,108.3333333,15.91073585
01-11-2025 22:35,S1,123,0.01025,0.008405,22,1,5,111.0833333,15.29383912
01-11-2025 22:40,S1,106,0.008833333,0.007243333,22,1,5,111.6666667,14.91998863
01-11-2025 22:45,S1,93,0.00775,0.006355,22,1,5,108.9166667,15.07833083
01-11-2025 22:50,S1,109,0.009083333,0.007448333,22,1,5,107.1666667,13.55013139
01-11-2025 22:55,S1,88,0.007333333,0.006013333,22,1,5,106,14.59763368
01-11-2025 23:00,S1,97,0.008083333,0.006628333,23,1,5,105.1666667,14.81911133
01-11-2025 23:05,S1,136,0.011333333,0.009293333,23,1,5,105.8333333,16.06709417
01-11-2025 23:10,S1,136,0.011333333,0.009293333,23,1,5,110.0833333,16.78450765
